prompt,extracted_keywords_practice_area,extracted_keywords_country,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_country,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,template_used,brand_info_name,brand_info_description,brand_info_website,brand_info_slogan,brand_info_concept,brand_info_target,brand_info_specialties,brand_info_products,sample_id,query
iOVU에서 코딩 유머 아이템 제품의 원단 퀄리티와 서비스 내용을 상담받고 싶습니다,코딩 유머 아이템,,,거래,보통,코딩 유머 아이템,원단 퀄리티,한국,2019-2023년,깃허브 트렌드,KO 0.8 : EN 0.2,거래,보통,iOVU에서 코딩 유머 아이템 제품의 원단 퀄리티와 서비스 내용을 상담받고 싶습니다,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0011,글로벌에서 급하게 스타트업 문화 아이템 커스터마이징 문의드려요
밈 사이트에서 화제가 된 코딩 유머 아이템의 디자인 완성도 트렌드는?,코딩 유머 아이템,미국,,정보,보통,코딩 유머 아이템,디자인 완성도,미국,2024년,밈 사이트,KO 0.8 : EN 0.2,정보,보통,밈 사이트에서 화제가 된 코딩 유머 아이템의 디자인 완성도 트렌드는?,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0012,미국에서 코딩 유머 아이템 가격이 궁금해요 알려주세요
iOVU에서 프로그래머 라이프스타일 제품의 배송 속도와 서비스 내용을 상담받고 싶습니다,프로그래머 라이프스타일,,,거래,보통,프로그래머 라이프스타일,배송 속도,독일,2024년,깃허브 트렌드,KO 0.8 : EN 0.2,거래,보통,iOVU에서 프로그래머 라이프스타일 제품의 배송 속도와 서비스 내용을 상담받고 싶습니다,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0013,글로벌에서 프로그래머 라이프스타일 제품 문의 상담받고 싶어요
IT 뉴스에서 추천하는 코딩 유머 아이템 제품 구매 전략,코딩 유머 아이템,,,거래,보통,코딩 유머 아이템,커뮤니티 참여도,중국,최근 3개월,IT 뉴스,KO 0.8 : EN 0.2,거래,보통,IT 뉴스에서 추천하는 코딩 유머 아이템 제품 구매 전략,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0014,글로벌에서 고품질로 스타트업 문화 아이템 커스터마이징 상담받고 싶어요
할인율를 고려한 개발자 밈 굿즈 최적 구매 옵션,개발자 밈 굿즈,일본,,거래,보통,개발자 밈 굿즈,할인율,일본,최근 3개월,밈 사이트,KO 0.8 : EN 0.2,거래,보통,할인율를 고려한 개발자 밈 굿즈 최적 구매 옵션,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0015,일본에서 전문적으로 깃허브 문화 굿즈 주문하고 싶어요 도움주세요
프로그래머 라이프스타일 제품의 프린팅 품질 기준과 일본 배송을 고려한 구매 가이드,프로그래머 라이프스타일,일본,,거래,보통,프로그래머 라이프스타일,프린팅 품질,일본,최근 5개월,IT 뉴스,KO 0.8 : EN 0.2,거래,보통,프로그래머 라이프스타일 제품의 프린팅 품질 기준과 일본 배송을 고려한 구매 가이드,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0016,일본에서 프로그래머 라이프스타일 제품 문의 알려주세요
2025년 미국 개발자 밈 굿즈 시장의 밈 트렌드 반영도 변화 분석,개발자 밈 굿즈,,,정보,보통,개발자 밈 굿즈,밈 트렌드 반영도,미국,2025년,IT 뉴스,KO 0.8 : EN 0.2,정보,보통,2025년 미국 개발자 밈 굿즈 시장의 밈 트렌드 반영도 변화 분석,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0017,글로벌에서 고품질로 개발자 밈 굿즈 찾고 있어요 알려주세요
2024년 기준 중국 개발자 밈 굿즈 할인율 평균 가격은?,개발자 밈 굿즈,,,거래,보통,개발자 밈 굿즈,할인율,중국,2024년,깃허브 트렌드,KO 0.8 : EN 0.2,거래,보통,2024년 기준 중국 개발자 밈 굿즈 할인율 평균 가격은?,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0018,글로벌에서 급하게 깃허브 문화 굿즈 주문하고 싶어요
일본에서 개발자 밈 굿즈 브랜드의 배송 속도와 밈 사이트 정보를 종합해서 설명해주세요,개발자 밈 굿즈,일본,,정보,보통,개발자 밈 굿즈,배송 속도,일본,최근 5개월,밈 사이트,KO 0.8 : EN 0.2,정보,보통,일본에서 개발자 밈 굿즈 브랜드의 배송 속도와 밈 사이트 정보를 종합해서 설명해주세요,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0019,일본에서 급하게 개발자 밈 굿즈 찾고 있어요
개발자 밈 굿즈 제품의 개발자 커뮤니티 반응 기준과 프랑스 배송을 고려한 구매 가이드,개발자 밈 굿즈,,,거래,보통,개발자 밈 굿즈,개발자 커뮤니티 반응,프랑스,2019-2023년,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,개발자 밈 굿즈 제품의 개발자 커뮤니티 반응 기준과 프랑스 배송을 고려한 구매 가이드,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0020,글로벌에서 전문적으로 개발자 밈 굿즈 찾고 있어요 상담받고 싶어요
개발자 커뮤니티에서 추천하는 개발자 밈 굿즈 제품 구매 전략,개발자 밈 굿즈,미국,,거래,보통,개발자 밈 굿즈,제품 가격,미국,최근 5개월,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,개발자 커뮤니티에서 추천하는 개발자 밈 굿즈 제품 구매 전략,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0021,미국에서 급하게 깃허브 문화 굿즈 주문하고 싶어요 알려주세요
한국에서 개발자 밈 굿즈 브랜드를 밈 트렌드 반영도 기준으로 비교해주세요,개발자 밈 굿즈,한국,,탐색,보통,개발자 밈 굿즈,밈 트렌드 반영도,한국,최근 3개월,IT 뉴스,KO 0.8 : EN 0.2,탐색,보통,한국에서 개발자 밈 굿즈 브랜드를 밈 트렌드 반영도 기준으로 비교해주세요,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0022,한국에서 개발자 정체성 표현 굿즈 추천 도움주세요
바이럴 지수를 고려한 코딩 유머 아이템 최적 구매 옵션,코딩 유머 아이템,한국,,거래,보통,코딩 유머 아이템,바이럴 지수,한국,최근 3개월,밈 사이트,KO 0.8 : EN 0.2,거래,보통,바이럴 지수를 고려한 코딩 유머 아이템 최적 구매 옵션,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0023,한국에서 스타트업 문화 아이템 커스터마이징 상담받고 싶어요
미국에서 힐링 개발템 브랜드를 바이럴 지수 기준으로 비교해주세요,힐링 개발템,미국,,탐색,보통,힐링 개발템,바이럴 지수,미국,최근 3개월,밈 사이트,KO 0.8 : EN 0.2,탐색,보통,미국에서 힐링 개발템 브랜드를 바이럴 지수 기준으로 비교해주세요,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0024,미국에서 힐링 개발템 어디서 사나요 상담받고 싶어요
개발자 밈 굿즈 제품의 커뮤니티 참여도 기준과 캐나다 배송을 고려한 구매 가이드,개발자 밈 굿즈,,,거래,보통,개발자 밈 굿즈,커뮤니티 참여도,캐나다,10년 추세(2015-2024년),개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,개발자 밈 굿즈 제품의 커뮤니티 참여도 기준과 캐나다 배송을 고려한 구매 가이드,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0025,글로벌에서 트렌디하게 해커톤 굿즈 대량 구매 가능한가요 알려주세요
개발자 밈 굿즈 제품의 디자인 완성도 기준과 일본 배송을 고려한 구매 가이드,개발자 밈 굿즈,일본,,거래,보통,개발자 밈 굿즈,디자인 완성도,일본,최근 3개월,밈 사이트,KO 0.8 : EN 0.2,거래,보통,개발자 밈 굿즈 제품의 디자인 완성도 기준과 일본 배송을 고려한 구매 가이드,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0026,일본에서 트렌디하게 해커톤 굿즈 대량 구매 가능한가요 상담받고 싶어요
한국에서 너디 패션 브랜드를 개발자 커뮤니티 반응 기준으로 비교해주세요,너디 패션,한국,,탐색,보통,너디 패션,개발자 커뮤니티 반응,한국,10년 추세(2015-2024년),밈 사이트,KO 0.8 : EN 0.2,탐색,보통,한국에서 너디 패션 브랜드를 개발자 커뮤니티 반응 기준으로 비교해주세요,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0027,한국에서 전문적으로 너디 패션 브랜드 추천해주세요 상담받고 싶어요
원단 퀄리티를 고려한 개발자 밈 굿즈 최적 구매 옵션,개발자 밈 굿즈,미국,,거래,보통,개발자 밈 굿즈,원단 퀄리티,미국,2025년,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,원단 퀄리티를 고려한 개발자 밈 굿즈 최적 구매 옵션,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0028,미국에서 개발자 밈 굿즈 찾고 있어요 상담받고 싶어요
밈 사이트에서 화제가 된 코딩 유머 아이템의 원단 퀄리티 트렌드는?,코딩 유머 아이템,일본,,정보,보통,코딩 유머 아이템,원단 퀄리티,일본,최근 3개월,밈 사이트,KO 0.8 : EN 0.2,정보,보통,밈 사이트에서 화제가 된 코딩 유머 아이템의 원단 퀄리티 트렌드는?,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0029,일본에서 코딩 유머 아이템 가격이 궁금해요
2019-2023년 기간 영국 개발자 밈 굿즈 상위 브랜드를 내구성 기준으로 정리해주세요,개발자 밈 굿즈,,,탐색,보통,개발자 밈 굿즈,내구성,영국,2019-2023년,IT 뉴스,KO 0.8 : EN 0.2,탐색,보통,2019-2023년 기간 영국 개발자 밈 굿즈 상위 브랜드를 내구성 기준으로 정리해주세요,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0030,전문적으로 개발자 정체성 표현 굿즈 추천 문의드려요
iOVU에서 개발자 밈 굿즈 제품의 브랜드 인지도와 서비스 내용을 상담받고 싶습니다,개발자 밈 굿즈,일본,,거래,보통,개발자 밈 굿즈,브랜드 인지도,일본,2025년,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,iOVU에서 개발자 밈 굿즈 제품의 브랜드 인지도와 서비스 내용을 상담받고 싶습니다,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0031,일본에서 전문적으로 해커톤 굿즈 대량 구매 가능한가요
최근 5개월 기준 영국 개발자 밈 굿즈 디자인 완성도 평균 가격은?,개발자 밈 굿즈,,,거래,보통,개발자 밈 굿즈,디자인 완성도,영국,최근 5개월,IT 뉴스,KO 0.8 : EN 0.2,거래,보통,최근 5개월 기준 영국 개발자 밈 굿즈 디자인 완성도 평균 가격은?,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0032,글로벌에서 급하게 개발자 밈 굿즈 찾고 있어요 문의드려요
개발자 커뮤니티에서 추천하는 개발자 밈 굿즈 제품 구매 전략,개발자 밈 굿즈,일본,,거래,보통,개발자 밈 굿즈,재고 관리,일본,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,거래,보통,개발자 커뮤니티에서 추천하는 개발자 밈 굿즈 제품 구매 전략,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0033,일본에서 전문적으로 해커톤 굿즈 대량 구매 가능한가요 알려주세요
밈 사이트에서 인기 있는 개발자 밈 굿즈 브랜드들의 고객 응답 비교,개발자 밈 굿즈,일본,,탐색,보통,개발자 밈 굿즈,고객 응답,일본,팬데믹(2020-2022년),밈 사이트,KO 0.8 : EN 0.2,탐색,보통,밈 사이트에서 인기 있는 개발자 밈 굿즈 브랜드들의 고객 응답 비교,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0034,일본에서 고품질로 개발자 정체성 표현 굿즈 추천 알려주세요
개발자 밈 굿즈 분야에서 바이럴 지수가 우수한 브랜드를 추천해주세요,개발자 밈 굿즈,한국,,탐색,보통,개발자 밈 굿즈,바이럴 지수,한국,최근 5개월,IT 뉴스,KO 0.8 : EN 0.2,탐색,보통,개발자 밈 굿즈 분야에서 바이럴 지수가 우수한 브랜드를 추천해주세요,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커",iovu_prompt_0035,한국에서 고품질로 개발자 선물 추천해주세요 도움주세요
