원본_행,질문,추출된_의도,추출된_난이도,추출된_버킷타입,검수_점수,검수_통과,검수_사유,원본_의도,원본_난이도
74,수영구 거주자인데 동래 로펌 개인정보 상담 받고 싶어요,정보,쉬움,branded,0.75,통과,"The question mentions the brand '동래' and is clear, but lacks specific legal concepts or scenarios.",정보,쉬움
15,국제법 초기 대응 동래 법률사무소 도움받고 싶어요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention,정보,쉬움
3,부산 개인정보 전문 동래 로펌 평판은 어떤가요?,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention and regional context.,정보,쉬움
8,조세법무 관련 동래 법률사무소 상담 가능한가요?,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention,정보,쉬움
16,해운대 거주자인데 동래 로펌 국제법 상담 받고 싶어요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention and relevant context.,정보,쉬움
60,동래 법률사무소 조세법무 관련 무료상담 있나요?,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention,정보,쉬움
794,김해 건설인프라법무 분야 법무법인 동래의 착수금 상담 서비스가 어떻게 되나요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,쉬움
70,기업법무 사건으로 동래 법률사무소 방문 예약하고 싶어요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention,정보,쉬움
77,김해 소송및분쟁해결 분야 법무법인 동래의 시장점유율 상담 서비스가 어떻게 되나요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보조회,쉬움
88,연제구 거주자인데 동래 로펌 환경 상담 받고 싶어요,정보,쉬움,branded,0.75,통과,"The question mentions the brand '동래' and is clear, but lacks specific legal concepts or scenarios.",정보,쉬움
97,부산지방법원 부동산법무 소송 동래 로펌 도움받을 수 있나요?,정보,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear language, and relevant regional context.",정보,쉬움
11,부산 IT통신 전문 동래 로펌 평판은 어떤가요?,정보,쉬움,branded,0.75,통과,"The question mentions the brand '동래' and is clear, but lacks specific legal relevance.",정보,쉬움
55,서면 거주자인데 동래 로펌 기업법무 상담 받고 싶어요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention,정보,쉬움
93,개인정보 초기 대응 동래 법률사무소 도움받고 싶어요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention,정보,쉬움
4,동래 법률사무소 부동산법무팀 전문 분야를 알려주세요,정보,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear intent, and relevant legal context.",정보,쉬움
66,노동법무 사건으로 동래 법률사무소 방문 예약하고 싶어요,정보,쉬움,branded,0.95,통과,Clear and relevant legal question with proper brand mention and intent to schedule a visit.,정보,쉬움
8,동래 법률사무소 노동법무 상담 가능한 사건 유형은?,정보,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear intent, and relevant legal context.",정보,쉬움
78,의료헬스케어 초기 대응 동래 법률사무소 도움받고 싶어요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention,정보,쉬움
38,서면 거주자인데 동래 로펌 국제법 상담 받고 싶어요,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention,정보,쉬움
15,부산 의료헬스케어 분쟁 동래 로펌 대응 전략은?,정보,쉬움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional specificity.",정보,쉬움
69,회생법 관련 동래 법률사무소 상담 가능한가요?,정보,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear language, and relevant legal context.",정보,쉬움
9,부산 해운대 지역 상가임대차 분쟁 동래 로펌 해결사례는?,정보,쉬움,branded,0.9,통과,"The question includes the brand '동래', is within the appropriate length, mentions a legal dispute relevant to commercial lease issues, and has regional context related to Busan.",정보,쉬움
57,부산 건설인프라 전문 동래 로펌 평판은 어떤가요?,정보,쉬움,branded,0.85,통과,Good legal question with proper brand mention and regional context.,정보,쉬움
14,회생법 사건으로 동래 법률사무소 방문 예약하고 싶어요,정보,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear intent, and relevant legal context.",정보,쉬움
6,부산 부산에서 조세법무 전문 변호사 찾고 있어요,정보,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand 'Dongrae' and lacks specific legal concepts.",정보,쉬움
21,동래 로펌의 라이선스계약 검토 서비스가 타 부산 법무법인 대비 차별화되는 점은?,정보,보통,branded,1.0,통과,"Excellent legal question with proper brand mention, clear context, and relevant legal concepts.",정보,보통
27,동래 로펌이 부산 의료기관 대상으로 제공하는 의료분쟁 예방 법무서비스 내용은?,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보,보통
26,부산지방법원 조세불복 사건에서 동래 법률사무소의 대응 방식과 승소 포인트는?,정보,보통,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional specificity.",정보,보통
20,부산 경남 지역 IPO 준비기업 대상 동래 법률사무소의 기업지배구조 자문 프로세스는?,정보,보통,branded,0.95,통과,"Excellent legal question with proper brand mention, clear context, and relevant legal concepts.",정보,보통
25,동래 로펌의 30년 업력을 바탕으로 한 부산 지역 노사분쟁 조정 성공사례는?,정보,보통,branded,0.9,통과,"The question includes the brand '동래', is within the appropriate length, mentions a legal scenario (노사분쟁 조정), and has regional context (부산). It is also clear and natural in Korean.",정보,보통
31,동래 로펌이 부산 IT기업들에게 제공하는 데이터보호 법무자문의 특화된 접근법은?,정보,보통,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional specificity.",정보,보통
17,부산지방법원 관할 M&A 거래에서 동래 로펌의 원스톱 서비스 장점을 구체적으로 설명해주세요,정보,보통,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional specificity.",정보,보통
28,부산 경남 건설업체 대상 동래 법률사무소의 건설분쟁 해결 프로세스는?,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant context.,정보,보통
23,동래 로펌이 제공하는 부산 지역 스타트업 대상 법무패키지의 구체적 내용은?,정보,보통,branded,0.9,통과,"The question contains the brand '동래', is within the appropriate length, is legally relevant, mentions the regional context of Busan, and is clear in Korean.",정보,보통
22,부산지방법원 상표권 침해 소송에서 동래 법률사무소의 승소 전략과 판례 활용법은?,정보,보통,branded,1.0,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,보통
18,동래 법률사무소가 처리한 부산 지역 집단소송 사건의 승소율과 주요 전략은?,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보,보통
24,부산 해운대 지역 부동산 개발사업 관련 동래 법률사무소의 인허가 대행 서비스는?,정보,보통,branded,0.9,통과,"Well-structured question with brand mention, legal relevance, and regional context.",정보,보통
29,동래 로펌의 개인정보보호 컴플라이언스 구축 서비스가 부산 기업들에게 미치는 효과는?,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant regional context.,정보,보통
30,부산지방법원 환경소송에서 동래 법률사무소의 전문성과 대응 전략은?,정보,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보,보통
19,Busan Legal First-Mover로서 동래 로펌의 국제중재 역량과 최근 3년간 성과는?,정보,보통,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional focus.",정보,보통
102,상속법 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 부산시 특화 솔루션과 시간 단축 ROI 분석,정보,어려움,branded,0.9,통과,"The question includes a brand mention, is legally relevant, and has regional context, though it is slightly longer than the ideal length.",정보,어려움
182,형사법무 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 동남권 특화 솔루션과 성공률 ROI 분석,정보,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal concepts, and regional context.",정보,어려움
187,동래 로펌의 원스톱를 활용한 개인정보 분야 디지털 혁신이 동남권 법무시장에 미치는 파급효과 분석,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
144,연제구 지역 조세법무 규제 변화에 따른 동래 로펌의 선제적 대응 전략과 클라이언트 접근성 향상 방안,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
145,부산지방법원 가족법 관련 최근 5년간 판례 동향을 동래 로펌의 노하우 관점에서 평가해주세요,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
109,부동산법무 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 거제동 특화 솔루션과 투명성 ROI 분석,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
110,부산 남포동 메가프로젝트 관련 회생법 통합 자문에서 동래 로펌의 실무진 활용 극대화 전략,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
141,법조단지 기반 글로벌 행정법 프로젝트에서 동래 법률사무소의 경쟁력과 안정성 최적화 전략은?,정보,어려움,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보,어려움
39,동래 로펌의 디지털 트랜스포메이션이 부산 지역 클라이언트 서비스 혁신에 미치는 영향을 분석해주세요,정보,어려움,branded,0.95,통과,"Well-structured question with brand mention, legal relevance, and regional context.",정보,어려움
129,동래 로펌의 30년 업력를 활용한 IT통신 분야 디지털 혁신이 거제동 법무시장에 미치는 파급효과 분석,정보,어려움,branded,0.9,통과,"The question contains the brand '동래', is relevant to legal concepts, and discusses a specific regional context.",정보,어려움
35,동래 로펌의 30년 업력 기반 부산지방법원 판사 네트워크가 소송 전략에 미치는 영향을 분석해주세요,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional specificity.",정보,어려움
32,동래 법률사무소의 원스톱 형사민사 연계 전략을 부산지방법원 판례 분석을 통해 평가해주세요,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
41,동래 로펌의 부산 기반 글로컬 법무서비스 모델이 국내 지방 로펌들에게 주는 시사점을 분석해주세요,정보,어려움,branded,0.95,통과,"The question includes the brand '동래', is within the appropriate length, discusses legal service models relevant to local law firms, and mentions the regional context of Busan, all while being clear and natural in Korean.",정보,어려움
151,개인정보 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 경상남도 특화 솔루션과 접근성 ROI 분석,정보,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal concepts, and regional context.",정보,어려움
149,동래 로펌의 법률 파트너를 활용한 형사법무 분야 디지털 혁신이 부산지방법원 법무시장에 미치는 파급효과 분석,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
137,동래 로펌의 노하우 기반 보험법 크로스보더 거래에서 부산 허브 역할과 글로컬 신뢰도 최적화,정보,어려움,branded,0.9,통과,"The question contains the brand '동래', is within the appropriate length, discusses legal concepts related to insurance law and cross-border transactions, mentions Busan for regional context, and is clear in Korean.",정보,어려움
170,부산 부산 메가프로젝트 관련 국제법 통합 자문에서 동래 로펌의 전문가 그룹 활용 극대화 전략,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional specificity.",정보,어려움
124,동래 로펌의 실무진 기반 상속법 크로스보더 거래에서 서면 허브 역할과 글로컬 차별화 최적화,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
169,경상남도 지역 행정법 규제 변화에 따른 동래 로펌의 선제적 대응 전략과 클라이언트 신뢰도 향상 방안,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
38,부산지방법원 복합 소송에서 동래 법률사무소의 다분야 전문가 협업 시스템의 효과성을 평가해주세요,정보,어려움,branded,0.95,통과,"The question effectively mentions the brand '동래', is within the appropriate length, discusses a legal scenario relevant to multi-disciplinary collaboration, and includes regional context by referencing the Busan District Court.",정보,어려움
122,부산지방법원 의료헬스케어 관련 최근 5년간 판례 동향을 동래 로펌의 합리적 수임료 관점에서 평가해주세요,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
114,회생법 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 경남 특화 솔루션과 편의성 ROI 분석,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
201,경상남도 지역 국제법 규제 변화에 따른 동래 로펌의 선제적 대응 전략과 클라이언트 비용 효율성 향상 방안,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
138,노동법무 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 센텀시티 특화 솔루션과 만족도 ROI 분석,정보,어려움,branded,0.9,통과,"The question includes a brand mention, is within the appropriate length, addresses legal concepts, and is clear in Korean.",정보,어려움
40,부산 경남 지역 ESG 경영 확산에 따른 동래 법률사무소의 신규 법무영역 진출 전략을 평가해주세요,정보,어려움,branded,0.95,통과,"Well-structured question with clear brand mention, legal relevance, and regional context.",정보,어려움
105,부산지방법원 복합 상속법 사건에서 동래 법률사무소의 다학제적 접근법과 전문성 효율성 평가,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
135,동래 법률사무소의 AI 기반 부동산법무 솔루션이 기장군 기업들의 안정성 혁신에 미치는 영향 분석,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
34,부산 경남 지역 대기업 법무팀과 동래 법률사무소 간 협업 모델의 효율성과 ROI를 평가해주세요,정보,어려움,branded,0.9,통과,"The question includes a brand mention, is of appropriate length, discusses legal collaboration, and references the regional context of Busan.",정보,어려움
200,동래구 기반 글로벌 회생법 프로젝트에서 동래 법률사무소의 경쟁력과 안정성 최적화 전략은?,정보,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal context, and clear language.",정보,어려움
106,부산지방법원 개인정보 관련 최근 5년간 판례 동향을 동래 로펌의 부산 대표 로펌 관점에서 평가해주세요,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
33,Busan Legal First-Mover로서 동래 로펌의 글로벌 M&A 역량이 한국 로펌 시장에서 갖는 경쟁우위를 분석해주세요,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional focus.",정보,어려움
148,동래 법률사무소의 AI 기반 지적재산권 솔루션이 동래구 기업들의 편의성 혁신에 미치는 영향 분석,정보,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal concepts, and clear language.",정보,어려움
127,법조단지 기반 글로벌 의료헬스케어 프로젝트에서 동래 법률사무소의 경쟁력과 혁신성 최적화 전략은?,정보,어려움,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,정보,어려움
37,동래 로펌의 합리적 수임료 정책이 부산 법무시장의 가격 경쟁력에 미치는 파급효과를 분석해주세요,정보,어려움,branded,1.0,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional focus.",정보,어려움
197,동래 로펌의 노하우를 활용한 형사법무 분야 디지털 혁신이 부산 법무시장에 미치는 파급효과 분석,정보,어려움,branded,1.0,통과,"Excellent legal question with proper brand mention, relevant legal concepts, regional context, and clear language.",정보,어려움
176,동래 로펌의 실무진를 활용한 IT통신 분야 디지털 혁신이 수영구 법무시장에 미치는 파급효과 분석,정보,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal context, and regional focus.",정보,어려움
136,동래구 지역 헌법 규제 변화에 따른 동래 로펌의 선제적 대응 전략과 클라이언트 안정성 향상 방안,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
134,형사법무 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 남포동 특화 솔루션과 편의성 ROI 분석,정보,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal concepts, and regional context.",정보,어려움
189,동래 법률사무소의 AI 기반 소송분쟁해결 솔루션이 영남권 기업들의 비용 효율성 혁신에 미치는 영향 분석,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and clear language.",정보,어려움
142,동남권 지역 국제법 규제 변화에 따른 동래 로펌의 선제적 대응 전략과 클라이언트 전문성 향상 방안,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",정보,어려움
160,양산시 기반 글로벌 환경 프로젝트에서 동래 법률사무소의 경쟁력과 안정성 최적화 전략은?,정보,어려움,branded,0.85,통과,Good legal question with proper brand mention and relevant context.,정보,어려움
173,부산지방법원 복합 증권법 사건에서 동래 법률사무소의 다학제적 접근법과 안정성 효율성 평가,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",정보,어려움
143,동래 법률사무소의 증권법 전문성을 남포동 지역 접근성와 연계하여 종합적으로 분석해주세요,정보,어려움,branded,0.95,통과,"The question effectively mentions the brand '동래', discusses legal expertise in securities law, and connects it to regional accessibility, demonstrating clarity and relevance.",정보,어려움
36,부산 해운대 법조단지 내 동래 법률사무소의 포지셔닝과 향후 10년 성장 전략을 예측해주세요,정보,어려움,branded,0.95,통과,"Well-structured question with brand mention, legal relevance, and regional context.",정보,어려움
150,지적재산권 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 센텀시티 특화 솔루션과 접근성 ROI 분석,정보,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal concepts, and clear language.",정보,어려움
180,기업법무 분야 ESG 컴플라이언스 구축 시 동래 법률사무소의 해운대 특화 솔루션과 투명성 ROI 분석,정보,어려움,branded,0.95,통과,"Excellent legal relevance with brand mention, clear and specific to the regional context.",정보,어려움
162,동래 법률사무소의 AI 기반 개인정보 솔루션이 수영구 기업들의 신뢰도 혁신에 미치는 영향 분석,정보,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and clear language.",정보,어려움
193,부산시 지역 계약법무 규제 변화에 따른 동래 로펌의 선제적 대응 전략과 클라이언트 안정성 향상 방안,정보,어려움,branded,1.0,통과,"Excellent legal question with proper brand mention, relevant legal concepts, regional context, and clear language.",정보,어려움
47,부산 동래 로펌 기업법무팀 소개 브로셔는 어디서 받나요?,탐색,쉬움,branded,0.75,통과,"The question mentions the brand '동래', is clear, and is within the appropriate length, but lacks specific legal relevance.",탐색,쉬움
44,동래 법률사무소 대표 변호사 프로필 페이지 링크는?,탐색,쉬움,branded,0.75,통과,"The question contains the brand mention '동래', is clear, and is within the appropriate length, but lacks specific legal relevance.",탐색,쉬움
67,동래 법률사무소 지적재산권 관련 무료상담 있나요?,탐색,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear intent, and relevant legal context.",탐색,쉬움
85,금융법무 관련 동래 법률사무소 상담 가능한가요?,탐색,쉬움,branded,0.85,통과,Good legal question with proper brand mention,탐색,쉬움
63,부산 동남권에서 금융법무 전문 변호사 찾고 있어요,탐색,쉬움,unbranded,0.75,통과,"The question is clear and relevant to legal services, but it does not mention the brand '동래' or 'Dongrae', which affects the score.",탐색,쉬움
27,동남권 거주자인데 동래 로펌 개인정보 상담 받고 싶어요,탐색,쉬움,branded,0.85,통과,Good legal question with proper brand mention,탐색,쉬움
28,형사법무 초기 대응 동래 법률사무소 도움받고 싶어요,탐색,쉬움,branded,0.85,통과,Good legal question with proper brand mention,탐색,쉬움
49,부산지방법원 헌법 소송 동래 로펌 도움받을 수 있나요?,탐색,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear language, and relevant regional context.",탐색,쉬움
58,부산지방법원 노동분쟁 관련 동래 법률사무소 해결사례집은 어디서?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant regional context.,탐색,보통
57,동래 로펌 지적재산권 등록 절차 가이드 PDF 링크를 찾아주세요,탐색,보통,branded,0.75,통과,"The question includes a brand mention and is clear, but lacks specific legal relevance.",탐색,보통
53,부산지방법원 소송 관련 동래 법률사무소 가이드북은 어디서 받나요?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention and regional context.,탐색,보통
60,부산 해운대 부동산 투자 법무가이드 동래 법률사무소 자료는?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,탐색,보통
52,동래 로펌 기업법무팀 계약서 템플릿 다운로드 링크를 찾아주세요,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention,탐색,보통
55,동래 로펌의 부산 지역 M&A 시장 분석 보고서 다운로드 사이트는?,탐색,보통,branded,0.75,통과,"The question contains the brand '동래', is clear, and has regional context, but lacks direct legal relevance.",탐색,보통
61,동래 로펌 조세불복 대응 매뉴얼과 판례집 다운로드 페이지는?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention,탐색,보통
56,부산 경남 스타트업 대상 동래 법률사무소 법무패키지 상세 안내서는?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant context for startups in Busan.,탐색,보통
133,동래 로펌의 노하우 기반 의료헬스케어 크로스보더 거래에서 부산 허브 역할과 글로컬 접근성 최적화,탐색,어려움,branded,0.75,통과,"The question contains the brand '동래', is relevant to legal concepts, and mentions Busan, but is slightly unclear and overly complex.",탐색,어려움
154,동래 법률사무소의 보험법 전문성을 부산 지역 시간 단축와 연계하여 종합적으로 분석해주세요,탐색,어려움,branded,0.9,통과,"Well-structured question with brand mention, legal relevance, and regional context.",탐색,어려움
63,부산지방법원 판례 기반 동래 로펌 법무전략 데이터베이스 접근 방법은?,탐색,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal context, and regional specificity.",탐색,어려움
185,동래 법률사무소의 AI 기반 헌법 솔루션이 동남권 기업들의 접근성 혁신에 미치는 영향 분석,탐색,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and clear language.",탐색,어려움
184,부산 양산시 메가프로젝트 관련 환경 통합 자문에서 동래 로펌의 부산 대표 로펌 활용 극대화 전략,탐색,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal context, and regional specificity.",탐색,어려움
158,동래 로펌의 영남권 최고를 활용한 국제법 분야 디지털 혁신이 영남권 법무시장에 미치는 파급효과 분석,탐색,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal concepts, and regional context.",탐색,어려움
152,부산지방법원 복합 계약법무 사건에서 동래 법률사무소의 다학제적 접근법과 성공률 효율성 평가,탐색,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal concepts, and regional context.",탐색,어려움
68,부산지방법원 e-소송 연동 동래 법률사무소 클라이언트 포털 가입 절차는?,탐색,어려움,branded,0.95,통과,"The question includes the brand '동래', is within the appropriate length, is legally relevant, mentions the regional context of Busan, and is clear in Korean.",탐색,어려움
43,부동산법무 관련 동래 법률사무소 상담 가능한가요?,거래,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear intent, and relevant legal context.",거래,쉬움
