원본_행,질문,추출된_의도,추출된_난이도,추출된_버킷타입,검수_점수,검수_통과,검수_사유,원본_의도,원본_난이도
44,동래 법률사무소 대표 변호사 프로필 페이지 링크는?,탐색,쉬움,branded,0.75,통과,"The question contains the brand mention '동래', is clear, and is within the appropriate length, but lacks specific legal relevance.",탐색,쉬움
53,부산지방법원 소송 관련 동래 법률사무소 가이드북은 어디서 받나요?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention and regional context.,탐색,보통
58,부산지방법원 노동분쟁 관련 동래 법률사무소 해결사례집은 어디서?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant regional context.,탐색,보통
52,동래 로펌 기업법무팀 계약서 템플릿 다운로드 링크를 찾아주세요,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention,탐색,보통
61,동래 로펌 조세불복 대응 매뉴얼과 판례집 다운로드 페이지는?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention,탐색,보통
55,동래 로펌의 부산 지역 M&A 시장 분석 보고서 다운로드 사이트는?,탐색,보통,branded,0.75,통과,"The question contains the brand '동래', is clear, and has regional context, but lacks direct legal relevance.",탐색,보통
57,동래 로펌 지적재산권 등록 절차 가이드 PDF 링크를 찾아주세요,탐색,보통,branded,0.75,통과,"The question includes a brand mention and is clear, but lacks specific legal relevance.",탐색,보통
56,부산 경남 스타트업 대상 동래 법률사무소 법무패키지 상세 안내서는?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant context for startups in Busan.,탐색,보통
60,부산 해운대 부동산 투자 법무가이드 동래 법률사무소 자료는?,탐색,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,탐색,보통
63,부산지방법원 판례 기반 동래 로펌 법무전략 데이터베이스 접근 방법은?,탐색,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal context, and regional specificity.",탐색,어려움
68,부산지방법원 e-소송 연동 동래 법률사무소 클라이언트 포털 가입 절차는?,탐색,어려움,branded,0.95,통과,"The question includes the brand '동래', is within the appropriate length, is legally relevant, mentions the regional context of Busan, and is clear in Korean.",탐색,어려움
62,동래 법률사무소의 글로벌 M&A 웨비나 시리즈 아카이브와 등록 시스템을 찾아주세요,탐색,어려움,branded,0.85,통과,Good legal question with proper brand mention,탐색,어려움
71,동래 로펌의 ESG 법무 컨설팅 자동화 도구 온라인 체험 페이지를 찾아주세요,탐색,어려움,branded,0.75,통과,"The question contains the brand '동래', is clear, but lacks specific legal relevance.",탐색,어려움
65,동래 법률사무소의 AI 기반 계약서 검토 시스템 데모 사이트를 찾아주세요,탐색,어려움,branded,0.85,통과,Good legal question with proper brand mention,탐색,어려움
67,동래 로펌의 블록체인 기반 법률문서 인증 시스템 베타 테스트 참여 방법은?,탐색,어려움,branded,0.95,통과,"The question includes the brand '동래', is within the appropriate length, is legally relevant, and is clear in Korean.",탐색,어려움
66,부산 경남 기업 대상 동래 로펌 맞춤형 컴플라이언스 진단 툴 접속 방법은?,탐색,어려움,branded,0.85,통과,Good legal question with proper brand mention and relevant regional context.,탐색,어려움
69,동래 로펌의 VR 기반 법정 시뮬레이션 교육 프로그램 체험 예약 사이트는?,탐색,어려움,branded,0.85,통과,Good legal question with proper brand mention and relevant context.,탐색,어려움
80,동래 법률사무소 법인설립 등기 대행료는 얼마인가요?,거래,쉬움,branded,0.85,통과,Good legal question with proper brand mention,거래,쉬움
73,부산 동래 로펌 이혼 소송 변호사 선임비용을 알려주세요,거래,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear intent, and relevant regional context.",거래,쉬움
77,부산 해운대 부동산 매매 법무 동래 로펌 수수료는?,거래,쉬움,branded,0.85,통과,Good legal question with proper brand mention and relevant context.,거래,쉬움
72,음주운전 초기 대응 상담 동래 법률사무소 착수금은 얼마인가요?,거래,쉬움,branded,0.95,통과,"The question includes the brand '동래', is within the appropriate length, is legally relevant, and is clear in Korean.",거래,쉬움
79,부산 동래 로펌 상표권 출원 대행 비용을 알려주세요,거래,쉬움,branded,1.0,통과,"Excellent legal question with proper brand mention, clear intent, and relevant regional context.",거래,쉬움
74,동래 법률사무소 교통사고 합의 협상 수임료는?,거래,쉬움,branded,0.85,통과,Good legal question with proper brand mention,거래,쉬움
81,부산지방법원 소액소송 동래 로펌 변호사 비용은?,거래,쉬움,branded,0.85,통과,Good legal question with proper brand mention,거래,쉬움
76,동래 법률사무소 상가임대차 계약서 작성 비용은 얼마인가요?,거래,쉬움,branded,0.85,통과,Good legal question with proper brand mention,거래,쉬움
75,부산지방법원 임금체불 소송 동래 로펌 비용 견적은?,거래,쉬움,branded,0.95,통과,"The question includes a brand mention, is within the appropriate length, is legally relevant, mentions a regional context, and is clear in Korean.",거래,쉬움
78,동래 법률사무소 개인회생 신청 대행 착수금은?,거래,쉬움,branded,0.85,통과,Good legal question with proper brand mention,거래,쉬움
90,동래 로펌 의료분쟁 전담팀 자문계약 월 단위 비용은 얼마인가요?,거래,보통,branded,0.95,통과,"The question includes the brand '동래', is within the appropriate length, is legally relevant to medical disputes, and is clear in Korean.",거래,보통
83,부산지방법원 집단소송 참여 시 동래 로펌 성공보수 조건은 어떻게 되나요?,거래,보통,branded,1.0,통과,"Excellent legal question with proper brand mention, clear context, and relevant legal concepts.",거래,보통
87,부산 해운대 대규모 개발사업 인허가 동래 로펌 대행비용 견적은?,거래,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant context.,거래,보통
82,동래 법률사무소 M&A 계약 자문료 VS 부산 경쟁 로펌 비교 견적을 받고 싶습니다,거래,보통,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional specificity.",거래,보통
89,부산지방법원 조세불복 소송 동래 법률사무소 변호사 선임 비용은?,거래,보통,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and regional specificity.",거래,보통
84,동래 법률사무소의 기업 컴플라이언스 구축 프로젝트 총 비용 산정 받고 싶어요,거래,보통,branded,0.85,통과,Good legal question with proper brand mention,거래,보통
91,부산 경남 건설업체 법무자문 동래 법률사무소 연간 계약 조건은?,거래,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant context.,거래,보통
86,동래 법률사무소 지적재산권 침해소송 승소 시 성공보수율은 얼마인가요?,거래,보통,branded,0.85,통과,Good legal question with proper brand mention,거래,보통
85,부산 스타트업 IPO 준비 동래 로펌 법무자문 패키지 가격은?,거래,보통,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,거래,보통
88,동래 로펌의 30년 업력 기반 노사분쟁 조정 서비스 요금체계는?,거래,보통,branded,0.85,통과,Good legal question with proper brand mention,거래,보통
100,부산 해운대 메가 개발 프로젝트 전체 법무 원스톱 서비스 동래 법률사무소 총 견적은?,거래,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal context, and regional specificity.",거래,어려움
93,부산지방법원 대형 기업소송 동래 법률사무소 전담팀 구성과 총 비용 견적을 받고 싶어요,거래,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, clear intent, and relevant regional context.",거래,어려움
97,동래 법률사무소의 복합 금융사건 전문팀 장기 자문계약 조건과 할인 혜택은?,거래,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, relevant legal context, and clear language.",거래,어려움
92,국제중재 + 세무 복합 사건 의뢰 시 동래 로펌 성공보수 시뮬레이션을 해보고 싶습니다,거래,어려움,branded,0.9,통과,"The question includes a brand mention, is within the appropriate length, discusses legal concepts, and is clear in Korean.",거래,어려움
99,동래 로펌의 디지털 트랜스포메이션 법무컨설팅 프로젝트 ROI 보장 계약 조건은?,거래,어려움,branded,0.9,통과,"Well-structured legal question with brand mention, relevant legal context, and clear language.",거래,어려움
94,동래 로펌의 글로벌 M&A 딜 자문 시 단계별 비용 구조와 성과 연동 보수체계는?,거래,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, clear intent, and relevant legal concepts.",거래,어려움
101,동래 로펌의 ESG 경영 통합 법무솔루션 구축 시 성과 기반 보수 계약 모델은?,거래,어려움,branded,0.85,통과,Good legal question with proper brand mention and relevant legal context.,거래,어려움
96,부산 경남 지역 대기업 그룹 전체 법무아웃소싱 동래 로펌 제안서와 견적을 받고 싶습니다,거래,어려움,branded,0.95,통과,"Excellent legal question with proper brand mention, clear intent, and relevant regional context.",거래,어려움
95,Busan Legal First-Mover 프리미엄 서비스 동래 법률사무소 VIP 고객 요금제는?,거래,어려움,branded,0.9,통과,"The question includes the brand '동래', is within the appropriate length, mentions a legal service, and has regional context related to Busan.",거래,어려움
98,부산지방법원 대형 집단소송 주도 변호사단 구성 시 동래 로펌 리더십 보수는?,거래,어려움,branded,0.85,통과,Good legal question with proper brand mention,거래,어려움
