prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_description,brand_info_website,brand_info_slogan,brand_info_concept,brand_info_target,brand_info_specialties,brand_info_products,brand_info_features
iOVU 개발자 밈 굿즈 제품 밈 트렌드 반영도 비교해서 구매 추천해주세요,미국에서 트렌디하게 해커톤 굿즈 대량 구매 가능한가요 도움주세요,iovu_prompt_0011,iOVU 개발자 밈 굿즈 제품 밈 트렌드 반영도 비교해서 구매 추천해주세요,개발자 밈 굿즈,미국,,거래상담,보통,개발자 밈 굿즈,밈 트렌드 반영도,미국,2024년,인스타그램,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
코딩 유머 아이템 제품의 브랜드 인지도 기준과 미국 배송을 고려한 구매 가이드를 제공해주세요,미국에서 트렌디하게 코딩 머천다이즈 시장 정보 필요해요 문의드려요,iovu_prompt_0012,코딩 유머 아이템 제품의 브랜드 인지도 기준과 미국 배송을 고려한 구매 가이드를 제공해주세요,코딩 유머 아이템,미국,,거래상담,보통,코딩 유머 아이템,브랜드 인지도,미국,최근 5개월,인스타그램,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU 너디 패션 제품 만족도 비교해서 구매 추천해주세요,한국에서 테크 패션 트렌드 알고 싶어요 도움주세요,iovu_prompt_0013,iOVU 너디 패션 제품 만족도 비교해서 구매 추천해주세요,너디 패션,한국,,거래상담,보통,너디 패션,만족도,한국,2019-2023년,깃허브 트렌드,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
일본 기준 너디 패션 제품 개발자 커뮤니티 반응 정보와 구매 방법 알려주세요,일본에서 고품질로 테크 패션 트렌드 알고 싶어요 도움주세요,iovu_prompt_0014,일본 기준 너디 패션 제품 개발자 커뮤니티 반응 정보와 구매 방법 알려주세요,너디 패션,일본,,거래상담,보통,너디 패션,개발자 커뮤니티 반응,일본,올해,IT 뉴스,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU에서 코딩 유머 아이템 제품의 할인율와 서비스 내용을 상담받고 싶습니다,일본에서 전문적으로 스타트업 문화 아이템 커스터마이징 상담받고 싶어요,iovu_prompt_0015,iOVU에서 코딩 유머 아이템 제품의 할인율와 서비스 내용을 상담받고 싶습니다,코딩 유머 아이템,일본,,거래상담,보통,코딩 유머 아이템,할인율,일본,최근 1년,테크 블로그,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
2025년 기준 서울 프로그래머 라이프스타일 재고 관리 평균 가격은?,서울에서 급하게 프로그래머 라이프스타일 제품 문의,iovu_prompt_0016,2025년 기준 서울 프로그래머 라이프스타일 재고 관리 평균 가격은?,프로그래머 라이프스타일,서울,,거래상담,보통,프로그래머 라이프스타일,재고 관리,서울,2025년,테크 블로그,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
2025년 기간 부산 힐링 개발템 상위 브랜드를 A/S 서비스 기준으로 정리해주세요,부산에서 합리적으로 힐링 개발템 어디서 사나요 추천해주세요,iovu_prompt_0017,2025년 기간 부산 힐링 개발템 상위 브랜드를 A/S 서비스 기준으로 정리해주세요,힐링 개발템,부산,,탐색비교,보통,힐링 개발템,A/S 서비스,부산,2025년,깃허브 트렌드,KO 0.8 : EN 0.2,탐색비교,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
최근 5개월 기준 한국 프로그래머 라이프스타일 배송 속도 평균 가격은?,한국에서 합리적으로 프로그래머 라이프스타일 제품 문의 알려주세요,iovu_prompt_0018,최근 5개월 기준 한국 프로그래머 라이프스타일 배송 속도 평균 가격은?,프로그래머 라이프스타일,한국,,거래상담,보통,프로그래머 라이프스타일,배송 속도,한국,최근 5개월,개발자 포럼,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
밈 트렌드 반영도를 고려한 코딩 유머 아이템 최적 구매 옵션을 상담받고 싶어요,미국에서 급하게 코딩 유머 아이템 가격이 궁금해요 상담받고 싶어요,iovu_prompt_0019,밈 트렌드 반영도를 고려한 코딩 유머 아이템 최적 구매 옵션을 상담받고 싶어요,코딩 유머 아이템,미국,,거래상담,보통,코딩 유머 아이템,밈 트렌드 반영도,미국,올해,인스타그램,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
개발자 커뮤니티 반응를 고려한 코딩 유머 아이템 최적 구매 옵션을 상담받고 싶어요,부산에서 급하게 스타트업 문화 아이템 커스터마이징 문의드려요,iovu_prompt_0020,개발자 커뮤니티 반응를 고려한 코딩 유머 아이템 최적 구매 옵션을 상담받고 싶어요,코딩 유머 아이템,부산,,거래상담,보통,코딩 유머 아이템,개발자 커뮤니티 반응,부산,2025년,유튜브,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
일본 기준 개발자 밈 굿즈 제품 가성비 정보와 구매 방법 알려주세요,일본에서 합리적으로 개발자 밈 굿즈 찾고 있어요 상담받고 싶어요,iovu_prompt_0021,일본 기준 개발자 밈 굿즈 제품 가성비 정보와 구매 방법 알려주세요,개발자 밈 굿즈,일본,,거래상담,보통,개발자 밈 굿즈,가성비,일본,최근 3개월,개발자 커뮤니티,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
최근 1년 기준 서울 개발자 밈 굿즈 착용감 평균 가격은?,서울에서 개발자 라이프 굿즈 상담받고 싶어요 알려주세요,iovu_prompt_0022,최근 1년 기준 서울 개발자 밈 굿즈 착용감 평균 가격은?,개발자 밈 굿즈,서울,,거래상담,보통,개발자 밈 굿즈,착용감,서울,최근 1년,밈 사이트,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU 개발자 밈 굿즈 제품 프린팅 품질 비교해서 구매 추천해주세요,한국에서 트렌디하게 iOVU 제품 품질 어떤가요 도움주세요,iovu_prompt_0023,iOVU 개발자 밈 굿즈 제품 프린팅 품질 비교해서 구매 추천해주세요,,한국,,거래상담,보통,개발자 밈 굿즈,프린팅 품질,한국,2025년,개발자 포럼,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
영국 코딩 유머 아이템 시장에서 시장 점유율 동향을 스택오버플로우 기반으로 설명해주세요,고품질로 코딩 유머 아이템 가격이 궁금해요,iovu_prompt_0024,영국 코딩 유머 아이템 시장에서 시장 점유율 동향을 스택오버플로우 기반으로 설명해주세요,코딩 유머 아이템,,,정보조회,보통,코딩 유머 아이템,시장 점유율,영국,팬데믹(2020-2022년),스택오버플로우,KO 0.8 : EN 0.2,정보조회,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
iOVU에서 개발자 밈 굿즈 제품의 재고 관리와 서비스 내용을 상담받고 싶습니다,서울에서 급하게 깃허브 문화 굿즈 주문하고 싶어요 도움주세요,iovu_prompt_0025,iOVU에서 개발자 밈 굿즈 제품의 재고 관리와 서비스 내용을 상담받고 싶습니다,개발자 밈 굿즈,서울,,거래상담,보통,개발자 밈 굿즈,재고 관리,서울,팬데믹(2020-2022년),인스타그램,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
최근 5개월 기준 한국 개발자 밈 굿즈 분야의 내구성를 분석해주세요,한국에서 트렌디하게 개발자 밈 굿즈 찾고 있어요,iovu_prompt_0026,최근 5개월 기준 한국 개발자 밈 굿즈 분야의 내구성를 분석해주세요,개발자 밈 굿즈,한국,,정보조회,보통,개발자 밈 굿즈,내구성,한국,최근 5개월,테크 블로그,KO 0.8 : EN 0.2,정보조회,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
개발자 밈 굿즈 브랜드들의 고객 응답 특징을 올해 기준으로 비교해주세요,전문적으로 개발자 선물 추천해주세요 도움주세요,iovu_prompt_0027,개발자 밈 굿즈 브랜드들의 고객 응답 특징을 올해 기준으로 비교해주세요,개발자 밈 굿즈,,,탐색비교,보통,개발자 밈 굿즈,고객 응답,프랑스,올해,트위터,KO 0.8 : EN 0.2,탐색비교,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
코딩 유머 아이템 제품의 바이럴 지수 기준과 미국 배송을 고려한 구매 가이드를 제공해주세요,합리적으로 코딩 머천다이즈 시장 정보 필요해요 상담받고 싶어요,iovu_prompt_0028,코딩 유머 아이템 제품의 바이럴 지수 기준과 미국 배송을 고려한 구매 가이드를 제공해주세요,코딩 유머 아이템,,,거래상담,보통,코딩 유머 아이템,바이럴 지수,미국,2024년,밈 사이트,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
미국 기준 프로그래머 라이프스타일 제품 내구성 정보와 구매 방법 알려주세요,미국에서 고품질로 프로그래머 라이프스타일 제품 문의 문의드려요,iovu_prompt_0029,미국 기준 프로그래머 라이프스타일 제품 내구성 정보와 구매 방법 알려주세요,프로그래머 라이프스타일,미국,,거래상담,보통,프로그래머 라이프스타일,내구성,미국,2025년,트위터,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
수원 기준 개발자 밈 굿즈 제품 원단 퀄리티 정보와 구매 방법 알려주세요,전문적으로 개발자 밈 굿즈 찾고 있어요 상담받고 싶어요,iovu_prompt_0030,수원 기준 개발자 밈 굿즈 제품 원단 퀄리티 정보와 구매 방법 알려주세요,개발자 밈 굿즈,,,거래상담,보통,개발자 밈 굿즈,원단 퀄리티,수원,작년,트위터,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
최근 5개월 힐링 개발템 트렌드를 반영한 브랜드 추천해주세요,한국에서 전문적으로 힐링 개발템 어디서 사나요 추천해주세요,iovu_prompt_0031,최근 5개월 힐링 개발템 트렌드를 반영한 브랜드 추천해주세요,힐링 개발템,한국,,탐색비교,보통,힐링 개발템,고객 응답,한국,최근 5개월,트위터,KO 0.8 : EN 0.2,탐색비교,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
2024년 기준 부산 프로그래밍 액세서리 쿠폰 혜택 평균 가격은?,부산에서 고품질로 프로그래밍 액세서리 구매하려고요 상담받고 싶어요,iovu_prompt_0032,2024년 기준 부산 프로그래밍 액세서리 쿠폰 혜택 평균 가격은?,프로그래밍 액세서리,부산,,거래상담,보통,프로그래밍 액세서리,쿠폰 혜택,부산,2024년,개발자 포럼,KO 0.8 : EN 0.2,거래상담,보통,iOVU,개발자를 위한 밈 굿즈 브랜드,https://iovu-shop.vercel.app/,개발자를 위한 귀여운 반란,Dev + Cute = iOVU,"IT 개발자, 너디 감성을 즐기는 사람들","개발자 밈, 너디 패션, 코딩 유머, 힐링 개발템","티셔츠, 후드티, 에코백, 스티커, 머그컵, 노트북 스티커","고품질 프린팅, 편안한 착용감, 트렌디한 디자인, 합리적 가격"
