prompt,query,sample_id,template_used,extracted_keywords_practice_area,extracted_keywords_region,extracted_keywords_metric,extracted_keywords_intent,extracted_keywords_difficulty,final_parameters_practice_area,final_parameters_metric,final_parameters_region,final_parameters_time_span,final_parameters_source_hint,final_parameters_language_ratio,final_parameters_intent,final_parameters_difficulty,brand_info_name,brand_info_english_name,brand_info_website,brand_info_location,brand_info_phone,brand_info_established,brand_info_experience,brand_info_specialties,brand_info_slogan,brand_info_target_regions
2019-2023년 동안 부산 형사법무 변호사 고객대응품질 평균은?,전문적으로 부산에서 교통사고 변호사를 찾고 있어요,clean_prompt_0011,2019-2023년 동안 부산 형사법무 변호사 고객대응품질 평균은?,,부산,,정보조회,보통,형사법무,고객대응품질,부산,2019-2023년,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 부산 부동산법무 변호사 승소율 평균은?,전문적으로 부산에서 교통사고 변호사를 찾고 있어요 도움주세요,clean_prompt_0012,10년추세 기준 부산 부동산법무 변호사 승소율 평균은?,,부산,,거래상담,보통,부동산법무,승소율,부산,10년추세,법원행정처,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 조세법무 사건의 시간당비용와 서비스 내용을 상담받고 싶습니다,전문적으로 부산에서 교통사고 변호사를 찾고 있어요 상담받고 싶어요,clean_prompt_0013,법무법인 동래에서 조세법무 사건의 시간당비용와 서비스 내용을 상담받고 싶습니다,,부산,,거래상담,보통,조세법무,시간당비용,부산,2019-2023년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 전문 변호사 파트너수 상담받고 싶어요,전문적으로 부산에서 교통사고 변호사를 찾고 있어요 문의드려요,clean_prompt_0014,부산 의료헬스케어법무 전문 변호사 파트너수 상담받고 싶어요,,부산,,거래상담,보통,의료헬스케어법무,파트너수,부산,팬데믹이후,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 의료헬스케어법무 분야 수임료 현황을 최근3년 기준으로 알려줘요,전문적으로 부산에서 교통사고 변호사를 찾고 있어요 알려주세요,clean_prompt_0015,부산 의료헬스케어법무 분야 수임료 현황을 최근3년 기준으로 알려줘,,부산,,정보조회,보통,의료헬스케어법무,수임료,부산,최근3년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산에서 형사법무 전문 변호사의 브랜드인지도와 대한변협 정보를 종합해서 설명해주세요,신속하게 부산에서 교통사고 변호사를 찾고 있어요,clean_prompt_0016,부산에서 형사법무 전문 변호사의 브랜드인지도와 대한변협 정보를 종합해서 설명해주세요,,부산,,정보조회,보통,형사법무,브랜드인지도,부산,2019-2023년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 사건의 파트너수 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,신속하게 부산에서 교통사고 변호사를 찾고 있어요 도움주세요,clean_prompt_0017,노동법무 사건의 파트너수 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,부산,,거래상담,보통,노동법무,파트너수,부산,팬데믹이후,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
개인정보보호 관련 브랜드인지도와 절차를 부산 기준으로 설명해주세요,신속하게 부산에서 교통사고 변호사를 찾고 있어요 상담받고 싶어요,clean_prompt_0018,개인정보보호 관련 브랜드인지도와 절차를 부산 기준으로 설명해주세요,,부산,,거래상담,보통,개인정보보호,브랜드인지도,부산,2024년,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부동산법무 사건의 착수금 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,신속하게 부산에서 교통사고 변호사를 찾고 있어요 문의드려요,clean_prompt_0019,부동산법무 사건의 착수금 기준과 부산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,부산,,거래상담,보통,부동산법무,착수금,부산,2019-2023년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 기준 부산 형사법무 분야의 수임료를 알려줘요,신속하게 부산에서 교통사고 변호사를 찾고 있어요 알려주세요,clean_prompt_0020,2025년 기준 부산 형사법무 분야의 수임료를 알려줘,,부산,,정보조회,보통,형사법무,수임료,부산,2025년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
팬데믹이후 기준 부산 형사법무 분야의 법적정확성를 알려줘요,정확하게 부산에서 교통사고 변호사를 찾고 있어요,clean_prompt_0021,팬데믹이후 기준 부산 형사법무 분야의 법적정확성를 알려줘,,부산,,정보조회,보통,형사법무,법적정확성,부산,팬데믹이후,부산지법,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 부산 의료헬스케어법무 변호사 수임료 평균은?,정확하게 부산에서 교통사고 변호사를 찾고 있어요 도움주세요,clean_prompt_0022,10년추세 기준 부산 의료헬스케어법무 변호사 수임료 평균은?,,부산,,거래상담,보통,의료헬스케어법무,수임료,부산,10년추세,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 소송및분쟁해결 전문 변호사 전문성 상담받고 싶어요,정확하게 부산에서 교통사고 변호사를 찾고 있어요 상담받고 싶어요,clean_prompt_0023,부산 소송및분쟁해결 전문 변호사 전문성 상담받고 싶어요,,부산,,거래상담,보통,소송및분쟁해결,전문성,부산,10년추세,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
법무법인 동래에서 개인정보보호 사건의 고객대응품질와 서비스 내용을 상담받고 싶습니다,정확하게 부산에서 교통사고 변호사를 찾고 있어요 문의드려요,clean_prompt_0024,법무법인 동래에서 개인정보보호 사건의 고객대응품질와 서비스 내용을 상담받고 싶습니다,,부산,,거래상담,보통,개인정보보호,고객대응품질,부산,2025년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 소송및분쟁해결 분야 수임료 현황을 2025년 기준으로 알려줘요,정확하게 부산에서 교통사고 변호사를 찾고 있어요 알려주세요,clean_prompt_0025,부산 소송및분쟁해결 분야 수임료 현황을 2025년 기준으로 알려줘,,부산,,정보조회,보통,소송및분쟁해결,수임료,부산,2025년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
형사법무 사건의 전문성는 대략 어느 정도인가요?,이혼 절차와 비용이 궁금합니다,clean_prompt_0026,형사법무 사건의 전문성는 대략 어느 정도인가요?,,,,정보조회,쉬움,형사법무,전문성,부산,10년추세,부산지방법원,KO 0.9 : EN 0.1,정보조회,쉬움,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산 개인정보보호 전문 변호사 시간당비용 상담받고 싶어요,이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0027,부산 개인정보보호 전문 변호사 시간당비용 상담받고 싶어요,,,,거래상담,보통,개인정보보호,시간당비용,부산,2024년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
의료헬스케어법무 관련 전문성와 절차를 부울경 기준으로 설명해주세요,이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0028,의료헬스케어법무 관련 전문성와 절차를 부울경 기준으로 설명해주세요,,,,거래상담,보통,의료헬스케어법무,전문성,부울경,팬데믹이후,부산법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
건설인프라법무 사건의 총비용 기준과 울산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0029,건설인프라법무 사건의 총비용 기준과 울산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,건설인프라법무,총비용,울산,최근5년,법무부통계,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 동안 부산 부동산법무 변호사 지원인력 평균은?,이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0030,10년추세 동안 부산 부동산법무 변호사 지원인력 평균은?,,,,정보조회,보통,부동산법무,지원인력,부산,10년추세,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2025년 동안 창원 금융법무 변호사 지원인력 평균은?,급하게 이혼 절차와 비용이 궁금합니다,clean_prompt_0031,2025년 동안 창원 금융법무 변호사 지원인력 평균은?,,,,정보조회,보통,금융법무,지원인력,창원,2025년,대한변협,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
경남 의료헬스케어법무 전문 변호사 사건처리속도 상담받고 싶어요,급하게 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0032,경남 의료헬스케어법무 전문 변호사 사건처리속도 상담받고 싶어요,,,,거래상담,보통,의료헬스케어법무,사건처리속도,경남,2025년,부산변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
노동법무 사건의 파트너수 기준과 양산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,급하게 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0033,노동법무 사건의 파트너수 기준과 양산 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,노동법무,파트너수,양산,2024년,부산지방법원,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
10년추세 기준 부산 소송및분쟁해결 변호사 법적정확성 평균은?,급하게 이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0034,10년추세 기준 부산 소송및분쟁해결 변호사 법적정확성 평균은?,,,,거래상담,보통,소송및분쟁해결,법적정확성,부산,10년추세,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원에서 노동법무 전문 변호사의 수임료와 대법원 정보를 종합해서 설명해주세요,급하게 이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0035,창원에서 노동법무 전문 변호사의 수임료와 대법원 정보를 종합해서 설명해주세요,,,,정보조회,보통,노동법무,수임료,창원,최근5년,대법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
창원에서 노동법무 전문 변호사의 전문성와 부산법원 정보를 종합해서 설명해주세요,전문적으로 이혼 절차와 비용이 궁금합니다,clean_prompt_0036,창원에서 노동법무 전문 변호사의 전문성와 부산법원 정보를 종합해서 설명해주세요,,,,정보조회,보통,노동법무,전문성,창원,2025년,부산법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
최근3년 기준 부울경 부동산법무 변호사 서비스품질 평균은?,전문적으로 이혼 절차와 비용이 궁금합니다 도움주세요,clean_prompt_0037,최근3년 기준 부울경 부동산법무 변호사 서비스품질 평균은?,,,,거래상담,보통,부동산법무,서비스품질,부울경,최근3년,법률신문,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
부산서면 기업법무 전문 변호사 브랜드인지도 상담받고 싶어요,전문적으로 이혼 절차와 비용이 궁금합니다 상담받고 싶어요,clean_prompt_0038,부산서면 기업법무 전문 변호사 브랜드인지도 상담받고 싶어요,,,,거래상담,보통,기업법무,브랜드인지도,부산서면,2024년,대한변협,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
금융법무 사건의 총비용 기준과 김해 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,전문적으로 이혼 절차와 비용이 궁금합니다 문의드려요,clean_prompt_0039,금융법무 사건의 총비용 기준과 김해 지역 특성을 고려한 변호사 선택 가이드를 제공해주세요,,,,거래상담,보통,금융법무,총비용,김해,최근5년,부산지법,KO 0.9 : EN 0.1,거래상담,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
2024년 기준 부산연제구 기업법무 분야의 착수금를 알려줘요,전문적으로 이혼 절차와 비용이 궁금합니다 알려주세요,clean_prompt_0040,2024년 기준 부산연제구 기업법무 분야의 착수금를 알려줘,,,,정보조회,보통,기업법무,착수금,부산연제구,2024년,부산지방법원,KO 0.9 : EN 0.1,정보조회,보통,법무법인 동래,Dongrae Law Firm,https://www.dongraelaw.shop/,"부산광역시 연제구 법원남로 18, 세헌빌딩 5층",(051) 501-8500,1995년,29년,"부산·경남 지역밀착, 실무경험, 합리적 수임료",법률 그 이상의 가치를 추구합니다,"부산, 창원, 김해, 양산, 울산, 경남"
