번호,질문,의도,난이도,도메인,언어,어절수,키워드_포함
23,조세법무 사건으로 법률사무소 방문 예약하고 싶어요,탐색,쉬움,법무,KO,6,법무분야
24,의료헬스케어 관련 법률사무소 상담 가능한가요?,탐색,쉬움,법무,KO,5,법무분야
25,부산지방법원 보험법 소송 도움받을 수 있나요?,정보,쉬움,법무,KO,6,"법무분야, 지역"
26,환경 관련 법률사무소 상담 가능한가요?,탐색,쉬움,법무,KO,5,법무분야
27,부산 형사법무 전문 로펌 평판은 어떤가요?,거래,쉬움,법무,KO,6,"법무분야, 지역"
28,부산지방법원 회생법 소송 도움받을 수 있나요?,탐색,쉬움,법무,KO,6,"법무분야, 지역"
29,가족법 관련 법률사무소 상담 가능한가요?,거래,쉬움,법무,KO,5,법무분야
30,부산 동남권에서 헌법 전문 변호사 찾고 있어요,탐색,쉬움,법무,KO,7,"법무분야, 지역"
31,국제법 분야 양산시 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
32,기업법무 분야 경상남도 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
33,행정법 사건 처리 시 부산시 법무법인들의 접근 방식 비교,정보,보통,법무,KO,9,"법무분야, 지역"
34,부산지방법원 증권법 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,법무,KO,7,"법무분야, 지역"
35,조세법무 분야 수영구 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
36,양산시 지역 지적재산권 전문가 중에서 투명성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
37,부산지방법원 가족법 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
38,영남권 지역 계약법무 전문가 중에서 편의성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
39,헌법 사건 처리 시 동남권 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
40,부산 회생법 분야에서 혁신성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
41,부산지방법원 지역 증권법 전문가 중에서 혁신성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
42,금융법무 사건 처리 시 법조단지 법무법인들의 접근 방식 비교,정보,보통,법무,KO,9,"법무분야, 지역"
43,의료헬스케어 관련 연제구 법률사무소 선택 기준과 추천 리스트,거래,보통,법무,KO,8,"법무분야, 지역"
44,서면 기반 증권법 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
45,기업법무 사건 처리 시 동래구 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
46,수영구 부동산법무 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
47,부산시 헌법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
48,건설인프라 분야 부산 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
49,부산지방법원 개인정보 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
50,부산지방법원 조세법무 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
51,증권법 관련 수영구 법률사무소 선택 기준과 추천 리스트,거래,보통,법무,KO,8,"법무분야, 지역"
52,가족법 관련 영남권 법률사무소들의 편의성 차이점은?,정보,보통,법무,KO,6,"법무분야, 지역"
53,해운대 기반 지적재산권 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
54,금융법무 관련 부산 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
55,영남권 지역 지적재산권 전문가 중에서 안정성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
56,의료헬스케어 분야 해운대 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
57,회생법 관련 연제구 법률사무소 선택 기준과 추천 리스트,거래,보통,법무,KO,8,"법무분야, 지역"
58,행정법 분야 경상남도 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
59,거제동 기반 금융법무 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
60,부산지방법원 보험법 소송에서 경험 많은 변호사를 찾고 있어요,정보,보통,법무,KO,8,"법무분야, 지역"
61,부산지방법원 형사법무 소송에서 경험 많은 변호사를 찾고 있어요,정보,보통,법무,KO,8,"법무분야, 지역"
62,부산지방법원 계약법무 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
63,부산지방법원 상속법 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
64,기업법무 관련 센텀시티 법률사무소들의 차별화 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
65,부산 행정법 분야에서 혁신성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
66,계약법무 분야 남포동 지역 전문 법무법인을 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역, USP"
67,IT통신 사건 처리 시 경남 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
68,IT통신 관련 부산시 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
69,영남권 기반 건설인프라 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
70,의료헬스케어 사건 처리 시 동남권 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
71,국제법 사건 처리 시 센텀시티 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
72,부산지방법원 환경 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
73,계약법무 관련 해운대 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
74,부산지방법원 가족법 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
75,증권법 분야 수영구 지역 전문 법무법인을 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역, USP"
76,환경 사건 처리 시 동남권 법무법인들의 접근 방식 비교,정보,보통,법무,KO,9,"법무분야, 지역"
77,의료헬스케어 사건 처리 시 거제동 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
78,부산 국제법 분야에서 편의성 우수한 로펌들 순위는?,정보,보통,법무,KO,7,"법무분야, 지역"
79,연제구 기반 보험법 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
80,수영구 지역 금융법무 전문가 중에서 안정성 좋은 곳 추천해주세요,정보,보통,법무,KO,9,"법무분야, 지역"
81,양산시 지역 노동법무 전문가 중에서 혁신성 좋은 곳 추천해주세요,거래,보통,법무,KO,9,"법무분야, 지역"
82,기업법무 사건 처리 시 양산시 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
83,부산 헌법 분야에서 신뢰도 우수한 로펌들 순위는?,정보,보통,법무,KO,7,"법무분야, 지역"
84,부산 환경 분야에서 전문성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
85,보험법 관련 동남권 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
86,부산지방법원 지적재산권 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
87,부산 증권법 분야에서 혁신성 우수한 로펌들 순위는?,거래,보통,법무,KO,7,"법무분야, 지역"
88,서면 건설인프라 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,법무,KO,8,"법무분야, 지역"
89,부산지방법원 보험법 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
90,부산 기업법무 분야에서 만족도 우수한 로펌들 순위는?,거래,보통,법무,KO,7,"법무분야, 지역"
91,부산지방법원 기업법무 소송에서 경험 많은 변호사를 찾고 있어요,정보,보통,법무,KO,8,"법무분야, 지역"
92,서면 기반 환경 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
93,보험법 관련 부산지방법원 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
94,부산 조세법무 분야에서 시간 단축 우수한 로펌들 순위는?,거래,보통,법무,KO,8,"법무분야, 지역"
95,부산 형사법무 분야에서 편의성 우수한 로펌들 순위는?,거래,보통,법무,KO,7,"법무분야, 지역"
96,보험법 사건 처리 시 거제동 법무법인들의 접근 방식 비교,정보,보통,법무,KO,9,"법무분야, 지역"
97,부산지방법원 IT통신 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
98,경남 기반 형사법무 전문 변호사들의 실적 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역"
99,회생법 관련 영남권 법률사무소들의 시간 단축 차이점은?,거래,보통,법무,KO,7,"법무분야, 지역"
100,국제법 관련 법조단지 법률사무소들의 시간 단축 차이점은?,탐색,보통,법무,KO,7,"법무분야, 지역"
101,회생법 전문성을 동남권 지역 편의성와 연계하여 종합적으로 분석해주세요,정보,어려움,법무,KO,8,"법무분야, 지역"
102,AI 기반 IT통신 솔루션이 센텀시티 기업들의 성공률 혁신에 미치는 영향 분석,탐색,어려움,법무,KO,11,"법무분야, 지역"
103,원스톱 기반 증권법 크로스보더 거래에서 동래구 허브 역할과 글로컬 만족도 최적화,탐색,어려움,법무,KO,11,"법무분야, 지역, USP"
104,30년 업력를 활용한 기업법무 분야 디지털 혁신이 남포동 법무시장에 미치는 파급효과 분석,정보,어려움,법무,KO,12,"법무분야, 지역, USP"
105,부산지방법원 복합 헌법 사건에서 다학제적 접근법과 혁신성 효율성 평가,거래,어려움,법무,KO,9,"법무분야, 지역"
106,부산 동래구 메가프로젝트 관련 행정법 통합 자문에서 30년 업력 활용 극대화 전략,정보,어려움,법무,KO,12,"법무분야, 지역, USP"
107,부산 연제구 메가프로젝트 관련 상속법 통합 자문에서 30년 업력 활용 극대화 전략,거래,어려움,법무,KO,12,"법무분야, 지역, USP"
108,법률 파트너를 활용한 증권법 분야 디지털 혁신이 부산시 법무시장에 미치는 파급효과 분석,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
109,합리적 수임료 기반 환경 크로스보더 거래에서 법조단지 허브 역할과 글로컬 안정성 최적화,거래,어려움,법무,KO,12,"법무분야, 지역, USP"
110,AI 기반 부동산법무 솔루션이 해운대 기업들의 투명성 혁신에 미치는 영향 분석,탐색,어려움,법무,KO,11,"법무분야, 지역"
111,지역 전문를 활용한 IT통신 분야 디지털 혁신이 거제동 법무시장에 미치는 파급효과 분석,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
112,경상남도 지역 환경 규제 변화에 따른 선제적 대응 전략과 클라이언트 신뢰도 향상 방안,탐색,어려움,법무,KO,13,"법무분야, 지역"
113,헌법 전문성을 서면 지역 혁신성와 연계하여 종합적으로 분석해주세요,거래,어려움,법무,KO,8,"법무분야, 지역"
114,부산 부산 메가프로젝트 관련 계약법무 통합 자문에서 신뢰할 수 있는 활용 극대화 전략,거래,어려움,법무,KO,13,"법무분야, 지역, USP"
115,부산 영남권 메가프로젝트 관련 부동산법무 통합 자문에서 실무진 활용 극대화 전략,탐색,어려움,법무,KO,11,"법무분야, 지역, USP"
116,금융법무 분야 ESG 컴플라이언스 구축 시 수영구 특화 솔루션과 신뢰도 ROI 분석,정보,어려움,법무,KO,12,"법무분야, 지역"
117,동남권 지역 국제법 규제 변화에 따른 선제적 대응 전략과 클라이언트 전문성 향상 방안,정보,어려움,법무,KO,13,"법무분야, 지역"
118,헌법 분야 ESG 컴플라이언스 구축 시 남포동 특화 솔루션과 시간 단축 ROI 분석,정보,어려움,법무,KO,13,"법무분야, 지역"
119,거제동 기반 글로벌 행정법 프로젝트에서 경쟁력과 신뢰도 최적화 전략은?,거래,어려움,법무,KO,9,"법무분야, 지역"
120,전문가 그룹를 활용한 보험법 분야 디지털 혁신이 영남권 법무시장에 미치는 파급효과 분석,거래,어려움,법무,KO,12,"법무분야, 지역, USP"
121,부산지방법원 증권법 관련 최근 5년간 판례 동향을 지역 전문 관점에서 평가해주세요,정보,어려움,법무,KO,11,"법무분야, 지역, USP"
122,AI 기반 회생법 솔루션이 수영구 기업들의 편의성 혁신에 미치는 영향 분석,정보,어려움,법무,KO,11,"법무분야, 지역"
123,부산 부산시 메가프로젝트 관련 노동법무 통합 자문에서 지역 전문 활용 극대화 전략,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
124,해운대 기반 글로벌 기업법무 프로젝트에서 경쟁력과 성공률 최적화 전략은?,거래,어려움,법무,KO,9,"법무분야, 지역"
125,부산지방법원 복합 회생법 사건에서 다학제적 접근법과 투명성 효율성 평가,거래,어려움,법무,KO,9,"법무분야, 지역"
126,부산 기반 글로벌 기업법무 프로젝트에서 경쟁력과 접근성 최적화 전략은?,거래,어려움,법무,KO,9,"법무분야, 지역"
127,AI 기반 형사법무 솔루션이 경상남도 기업들의 시간 단축 혁신에 미치는 영향 분석,정보,어려움,법무,KO,12,"법무분야, 지역"
128,합리적 수임료 기반 계약법무 크로스보더 거래에서 연제구 허브 역할과 글로컬 안정성 최적화,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
129,AI 기반 보험법 솔루션이 동남권 기업들의 신뢰도 혁신에 미치는 영향 분석,거래,어려움,법무,KO,11,"법무분야, 지역"
130,가족법 분야 ESG 컴플라이언스 구축 시 양산시 특화 솔루션과 신뢰도 ROI 분석,탐색,어려움,법무,KO,12,"법무분야, 지역"
