id,prompt,intent,difficulty,language,domain,practice_area,country,time_span,source_hint,created_at
iovu_20250704_174912_9138,iOVU 힐링하는 코더 메시지의 20-30대 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,KO,iOVU,해커톤 굿즈,영국,2019-2023년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_6397,iOVU Meme Lover 메시지의 20-30대 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,KO,iOVU,힐링 개발템,캐나다,10년 추세(2015-2024년),IT 뉴스,2025-07-04T17:49:12.617737
iovu_20250704_174912_7543,iOVU 개발자를 위한 귀여운 반란 메시지의 20-30대 타겟 가치 전달을 비판적으로 평가해줘.,정보,어려움,EN,iOVU,개발자 선물,캐나다,2019-2023년,개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_9411,CTO 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,KO,iOVU,개발자 커뮤니티,독일,최근 3개월,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_6951,Discord 서버 트렌드가 iOVU 제품 기획에 미치는 영향을 데이터로 검증해줘.,정보,어려움,KO,iOVU,너디 패션,호주,최근 5개월,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_6959,원단 퀄리티 기준 iOVU 브랜드 시장 포지셔닝을 전략적으로 분석해줘.,정보,어려움,KO,iOVU,밈 컬렉션,호주,2024년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_8521,iOVU 고객센터 연락처 알려줘.,탐색,쉬움,KO,iOVU,코딩 유머 아이템,중국,2024년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_8702,iOVU 고객센터 연락처 알려줘.,탐색,쉬움,KO,iOVU,밈 컬렉션,미국,2025년,개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_4456,iOVU 코딩 유머 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,개발자 커뮤니티,독일,최근 5개월,개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_5215,iOVU 위트 있는 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,개발자 커뮤니티,한국,2025년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_8108,iOVU 폰케이스 구매 페이지 주소 알려줘.,탐색,쉬움,KO,iOVU,개발자 정체성 표현,일본,2024년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_9214,iOVU Hello World 시리즈 제품 카탈로그 어디서 봐?,탐색,쉬움,KO,iOVU,개발자 선물,호주,최근 5개월,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_7231,iOVU 열전사 프린팅 옵션별 제품 포트폴리오 페이지는?,탐색,보통,EN,iOVU,IT 굿즈,미국,2019-2023년,IT 뉴스,2025-07-04T17:49:12.617737
iovu_20250704_174912_2529,iOVU 위트 있는 시리즈 제품 카탈로그 페이지 찾아줘.,탐색,보통,KO,iOVU,프로그래머 라이프스타일,프랑스,10년 추세(2015-2024년),개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_3174,스타트업 직원 대상 iOVU 제품 추천 가이드 찾아줘.,탐색,보통,KO,iOVU,깃허브 문화,미국,2019-2023년,밈 사이트,2025-07-04T17:49:12.617737
iovu_20250704_174912_5554,스타트업 이벤트 관련 iOVU 공지사항 링크는?,탐색,보통,KO,iOVU,스타트업 문화,프랑스,2025년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_9579,iOVU 커스텀 제작 견적 요청 폼 위치는?,탐색,보통,KO,iOVU,개발자 정체성 표현,한국,10년 추세(2015-2024년),IT 뉴스,2025-07-04T17:49:12.617737
iovu_20250704_174912_8092,코딩 부트캠프 이벤트 관련 iOVU 공지사항 링크는?,탐색,보통,EN,iOVU,힐링 개발템,프랑스,2019-2023년,개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_7693,승화전사 프린팅 기술별 iOVU 제품 포트폴리오 문서 찾아줘.,탐색,어려움,KO,iOVU,코딩 유머 아이템,캐나다,2019-2023년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_4576,DTG 프린팅 프린팅 기술별 iOVU 제품 포트폴리오 문서 찾아줘.,탐색,어려움,KO,iOVU,밈 컬렉션,프랑스,최근 5개월,IT 뉴스,2025-07-04T17:49:12.617737
iovu_20250704_174912_4676,밈 트렌드 반영도 성과 측정용 iOVU 마케팅 대시보드 접근 방법은?,탐색,어려움,KO,iOVU,개발자 밈 굿즈,한국,2024년,IT 뉴스,2025-07-04T17:49:12.617737
iovu_20250704_174912_3505,iOVU 브랜드 파트너십 코딩 부트캠프 협업 제안서 템플릿 위치는?,탐색,어려움,KO,iOVU,오픈소스 굿즈,일본,2019-2023년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_6922,디자인 완성도 성과 측정용 iOVU 마케팅 대시보드 접근 방법은?,탐색,어려움,KO,iOVU,오픈소스 굿즈,한국,2025년,IT 뉴스,2025-07-04T17:49:12.617737
iovu_20250704_174912_8370,iOVU 코튼 XL 사이즈 지금 주문 가능해?,거래,쉬움,KO,iOVU,깃허브 문화,독일,팬데믹(2020-2022년),밈 사이트,2025-07-04T17:49:12.617737
iovu_20250704_174912_8155,iOVU M사이즈 반품 정책과 교환 절차는?,거래,쉬움,KO,iOVU,밈 컬렉션,일본,2025년,개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_7266,iOVU Slack 워크스페이스 이벤트 할인 코드 적용 방법은?,거래,쉬움,KO,iOVU,개발자 정체성 표현,캐나다,최근 5개월,밈 사이트,2025-07-04T17:49:12.617737
iovu_20250704_174912_1809,iOVU Slack 워크스페이스 이벤트 할인 코드 적용 방법은?,거래,쉬움,KO,iOVU,밈 컬렉션,한국,2025년,개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_4214,iOVU 백엔드 개발자 이벤트 할인 코드 적용 방법은?,거래,쉬움,KO,iOVU,개발자 밈 굿즈,독일,10년 추세(2015-2024년),깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_2058,iOVU 팀티 대량 주문과 소량 주문 단가 비교해줘.,거래,보통,KO,iOVU,개발자 밈 굿즈,호주,2025년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_6346,iOVU 열전사 프린팅 옵션별 price 차이와 shipping 기간은?,거래,보통,EN,iOVU,프로그래머 라이프스타일,호주,2019-2023년,개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_5583,iOVU 열전사 프린팅 옵션별 가격 차이와 배송 기간은?,거래,보통,KO,iOVU,IT 굿즈,캐나다,최근 5개월,개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_1575,스터디 모임 단체용 코튼 커스터마이징 옵션과 비용은?,거래,보통,KO,iOVU,IT 굿즈,일본,최근 5개월,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_7912,iOVU 팀티 대량 주문과 소량 주문 단가 비교해줘.,거래,보통,KO,iOVU,해커톤 굿즈,한국,2019-2023년,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_7879,iOVU 연간 구독과 단발 구매의 ROI를 커뮤니티 참여도 기준으로 계산해줘.,거래,어려움,KO,iOVU,오픈소스 굿즈,일본,2024년,밈 사이트,2025-07-04T17:49:12.617737
iovu_20250704_174912_4977,백엔드 개발자 기념 hoodie 100장 order 시 price-마진 모델 만들어줘.,거래,어려움,EN,iOVU,코딩 유머 아이템,프랑스,최근 3개월,깃허브 트렌드,2025-07-04T17:49:12.617737
iovu_20250704_174912_2402,iOVU 연간 구독과 단발 구매의 ROI를 배송 속도 기준으로 계산해줘.,거래,어려움,KO,iOVU,스타트업 문화,일본,2024년,밈 사이트,2025-07-04T17:49:12.617737
iovu_20250704_174912_5590,iOVU 연간 구독과 단발 구매의 ROI를 제품 price 기준으로 계산해줘.,거래,어려움,EN,iOVU,스타트업 문화,캐나다,팬데믹(2020-2022년),개발자 커뮤니티,2025-07-04T17:49:12.617737
iovu_20250704_174912_3377,iOVU 자수 프린팅 대량 주문 시 원가 구조와 최적 발주량 분석해줘.,거래,어려움,KO,iOVU,스타트업 문화,캐나다,2025년,밈 사이트,2025-07-04T17:49:12.617737
