번호,질문,의도,난이도,도메인,언어,어절수,키워드_포함
39,부산 국제법 분야에서 안정성 우수한 로펌들 순위는?,정보,보통,법무,KO,7,"법무분야, 지역"
40,조세법무 관련 연제구 법률사무소들의 접근성 차이점은?,정보,보통,법무,KO,6,"법무분야, 지역"
41,부산 소송분쟁해결 분야에서 투명성 우수한 로펌들 순위는?,거래,보통,법무,KO,7,"법무분야, 지역"
42,계약법무 관련 수영구 법률사무소들의 접근성 차이점은?,거래,보통,법무,KO,6,"법무분야, 지역"
43,부산지방법원 기반 국제법 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
44,영남권 기반 환경 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
45,부산 의료헬스케어 분야에서 접근성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
46,행정법 사건 처리 시 경상남도 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
47,경상남도 지역 소송분쟁해결 전문가 중에서 투명성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
48,기업법무 사건 처리 시 기장군 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
49,남포동 노동법무 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
50,가족법 분야 경상남도 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
51,부산지방법원 개인정보 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
52,형사법무 관련 부산지방법원 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
53,연제구 기반 조세법무 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
54,영남권 개인정보 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,법무,KO,8,"법무분야, 지역"
55,해운대 기반 의료헬스케어 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
56,IT통신 사건 처리 시 동남권 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
57,경남 지역 증권법 전문가 중에서 차별화 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
58,지적재산권 관련 수영구 법률사무소들의 만족도 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
59,IT통신 분야 해운대 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
60,부산지방법원 부동산법무 소송 경험이 풍부한 법무법인 찾아주세요,거래,보통,법무,KO,7,"법무분야, 지역"
61,부산지방법원 헌법 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
62,경상남도 기반 증권법 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
63,의료헬스케어 관련 기장군 법률사무소들의 신뢰도 차이점은?,정보,보통,법무,KO,6,"법무분야, 지역"
64,보험법 관련 남포동 법률사무소들의 안정성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
65,가족법 관련 동래구 법률사무소들의 전문성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
66,금융법무 분야 부산 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
67,기업법무 관련 기장군 법률사무소들의 시간 단축 차이점은?,탐색,보통,법무,KO,7,"법무분야, 지역"
68,헌법 관련 경남 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
69,계약법무 분야 센텀시티 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
70,부산 가족법 분야에서 편의성 우수한 로펌들 순위는?,거래,보통,법무,KO,7,"법무분야, 지역"
71,형사법무 분야 센텀시티 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
72,서면 소송분쟁해결 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,법무,KO,8,"법무분야, 지역"
73,법조단지 노동법무 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,법무,KO,8,"법무분야, 지역"
74,부동산법무 사건 처리 시 부산지방법원 법무법인들의 접근 방식 비교,정보,보통,법무,KO,9,"법무분야, 지역"
75,부산 헌법 분야에서 시간 단축 우수한 로펌들 순위는?,탐색,보통,법무,KO,8,"법무분야, 지역"
76,가족법 관련 수영구 법률사무소들의 전문성 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
77,건설인프라 분야 서면 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
78,회생법 관련 양산시 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
79,의료헬스케어 관련 부산 법률사무소 선택 기준과 추천 리스트,거래,보통,법무,KO,8,"법무분야, 지역"
80,부산지방법원 지적재산권 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
81,수영구 기반 회생법 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
82,영남권 기반 증권법 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
83,보험법 사건 처리 시 부산시 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
84,센텀시티 기반 부동산법무 전문 변호사들의 실적 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역"
85,영남권 기반 보험법 전문 변호사들의 실적 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역"
86,경상남도 형사법무 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
87,해운대 기반 행정법 전문 변호사들의 실적 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역"
88,부산 의료헬스케어 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
89,행정법 관련 동남권 법률사무소들의 만족도 차이점은?,탐색,보통,법무,KO,6,"법무분야, 지역"
90,행정법 사건 처리 시 서면 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
91,국제법 사건 처리 시 센텀시티 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
92,동남권 기반 소송분쟁해결 전문 변호사들의 실적 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역"
93,연제구 기반 헌법 전문 변호사들의 실적 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역"
94,상속법 관련 연제구 법률사무소들의 혁신성 차이점은?,정보,보통,법무,KO,6,"법무분야, 지역"
95,부산 소송분쟁해결 분야에서 만족도 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
96,국제법 사건 처리 시 서면 법무법인들의 접근 방식 비교,거래,보통,법무,KO,9,"법무분야, 지역"
97,수영구 보험법 전문 로펌들의 서비스 특징과 장단점 비교,거래,보통,법무,KO,8,"법무분야, 지역"
98,지적재산권 분야 부산 지역 전문 법무법인을 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역, USP"
99,부산 형사법무 분야에서 신뢰도 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
100,법조단지 지역 금융법무 전문가 중에서 안정성 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
101,지적재산권 관련 수영구 법률사무소 선택 기준과 추천 리스트,탐색,보통,법무,KO,8,"법무분야, 지역"
102,남포동 지역 노동법무 전문가 중에서 접근성 좋은 곳 추천해주세요,정보,보통,법무,KO,9,"법무분야, 지역"
103,수영구 지역 헌법 전문가 중에서 만족도 좋은 곳 추천해주세요,탐색,보통,법무,KO,9,"법무분야, 지역"
104,연제구 지역 소송분쟁해결 전문가 중에서 전문성 좋은 곳 추천해주세요,거래,보통,법무,KO,9,"법무분야, 지역"
105,부산 헌법 전문 로펌들의 서비스 특징과 장단점 비교,탐색,보통,법무,KO,8,"법무분야, 지역"
106,조세법무 사건 처리 시 센텀시티 법무법인들의 접근 방식 비교,정보,보통,법무,KO,9,"법무분야, 지역"
107,부산시 회생법 전문 로펌들의 서비스 특징과 장단점 비교,정보,보통,법무,KO,8,"법무분야, 지역"
108,부산 국제법 분야에서 비용 효율성 우수한 로펌들 순위는?,탐색,보통,법무,KO,8,"법무분야, 지역"
109,남포동 기반 헌법 전문 변호사들의 실적 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역"
110,기장군 기반 증권법 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
111,국제법 분야 기장군 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
112,부산지방법원 환경 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,법무,KO,7,"법무분야, 지역"
113,기업법무 분야 법조단지 지역 전문 법무법인을 비교해주세요,거래,보통,법무,KO,7,"법무분야, 지역, USP"
114,부산 의료헬스케어 분야에서 투명성 우수한 로펌들 순위는?,탐색,보통,법무,KO,7,"법무분야, 지역"
115,부산 소송분쟁해결 분야에서 안정성 우수한 로펌들 순위는?,거래,보통,법무,KO,7,"법무분야, 지역"
116,부산지방법원 상속법 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
117,부산시 기반 노동법무 전문 변호사들의 실적 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
118,부산 조세법무 분야에서 신뢰도 우수한 로펌들 순위는?,거래,보통,법무,KO,7,"법무분야, 지역"
119,가족법 관련 법조단지 법률사무소 선택 기준과 추천 리스트,거래,보통,법무,KO,8,"법무분야, 지역"
120,영남권 환경 전문 로펌들의 서비스 특징과 장단점 비교,거래,보통,법무,KO,8,"법무분야, 지역"
121,부산지방법원 형사법무 소송 경험이 풍부한 법무법인 찾아주세요,정보,보통,법무,KO,7,"법무분야, 지역"
122,부산 조세법무 분야에서 비용 효율성 우수한 로펌들 순위는?,탐색,보통,법무,KO,8,"법무분야, 지역"
123,부산지방법원 헌법 소송에서 경험 많은 변호사를 찾고 있어요,탐색,보통,법무,KO,8,"법무분야, 지역"
124,부산지방법원 회생법 소송 경험이 풍부한 법무법인 찾아주세요,탐색,보통,법무,KO,7,"법무분야, 지역"
125,남포동 지역 개인정보 전문가 중에서 투명성 좋은 곳 추천해주세요,거래,보통,법무,KO,9,"법무분야, 지역"
126,부산 증권법 분야에서 비용 효율성 우수한 로펌들 순위는?,탐색,보통,법무,KO,8,"법무분야, 지역"
127,노동법무 분야 동남권 지역 전문 법무법인을 비교해주세요,탐색,보통,법무,KO,7,"법무분야, 지역, USP"
128,소송분쟁해결 분야 기장군 지역 전문 법무법인을 비교해주세요,정보,보통,법무,KO,7,"법무분야, 지역, USP"
129,형사법무 사건 처리 시 해운대 법무법인들의 접근 방식 비교,탐색,보통,법무,KO,9,"법무분야, 지역"
130,증권법 관련 수영구 법률사무소들의 전문성 차이점은?,정보,보통,법무,KO,6,"법무분야, 지역"
131,부산지방법원 복합 보험법 사건에서 다학제적 접근법과 투명성 효율성 평가,정보,어려움,법무,KO,9,"법무분야, 지역"
132,부산지방법원 복합 IT통신 사건에서 다학제적 접근법과 시간 단축 효율성 평가,정보,어려움,법무,KO,10,"법무분야, 지역"
133,영남권 최고 기반 환경 크로스보더 거래에서 부산 허브 역할과 글로컬 신뢰도 최적화,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
134,AI 기반 환경 솔루션이 서면 기업들의 편의성 혁신에 미치는 영향 분석,탐색,어려움,법무,KO,11,"법무분야, 지역"
135,동래구 지역 의료헬스케어 규제 변화에 따른 선제적 대응 전략과 클라이언트 성공률 향상 방안,탐색,어려움,법무,KO,13,"법무분야, 지역"
136,부산지방법원 복합 계약법무 사건에서 다학제적 접근법과 신뢰도 효율성 평가,거래,어려움,법무,KO,9,"법무분야, 지역"
137,부산 부산 메가프로젝트 관련 계약법무 통합 자문에서 실무진 활용 극대화 전략,탐색,어려움,법무,KO,11,"법무분야, 지역, USP"
138,거제동 지역 헌법 규제 변화에 따른 선제적 대응 전략과 클라이언트 시간 단축 향상 방안,거래,어려움,법무,KO,14,"법무분야, 지역"
139,상속법 분야 ESG 컴플라이언스 구축 시 수영구 특화 솔루션과 안정성 ROI 분석,탐색,어려움,법무,KO,12,"법무분야, 지역"
140,부산지방법원 복합 행정법 사건에서 다학제적 접근법과 편의성 효율성 평가,정보,어려움,법무,KO,9,"법무분야, 지역"
141,남포동 지역 가족법 규제 변화에 따른 선제적 대응 전략과 클라이언트 안정성 향상 방안,탐색,어려움,법무,KO,13,"법무분야, 지역"
142,부산 해운대 메가프로젝트 관련 회생법 통합 자문에서 30년 업력 활용 극대화 전략,정보,어려움,법무,KO,12,"법무분야, 지역, USP"
143,서면 지역 가족법 규제 변화에 따른 선제적 대응 전략과 클라이언트 시간 단축 향상 방안,거래,어려움,법무,KO,14,"법무분야, 지역"
144,AI 기반 소송분쟁해결 솔루션이 경남 기업들의 성공률 혁신에 미치는 영향 분석,탐색,어려움,법무,KO,11,"법무분야, 지역"
145,법률 파트너를 활용한 계약법무 분야 디지털 혁신이 센텀시티 법무시장에 미치는 파급효과 분석,정보,어려움,법무,KO,12,"법무분야, 지역, USP"
146,동남권 기반 글로벌 헌법 프로젝트에서 경쟁력과 접근성 최적화 전략은?,정보,어려움,법무,KO,9,"법무분야, 지역"
147,연제구 지역 조세법무 규제 변화에 따른 선제적 대응 전략과 클라이언트 전문성 향상 방안,정보,어려움,법무,KO,13,"법무분야, 지역"
148,30년 업력 기반 의료헬스케어 크로스보더 거래에서 부산지방법원 허브 역할과 글로컬 만족도 최적화,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
149,신뢰할 수 있는 기반 조세법무 크로스보더 거래에서 수영구 허브 역할과 글로컬 성공률 최적화,거래,어려움,법무,KO,13,"법무분야, 지역, USP"
150,행정법 전문성을 서면 지역 접근성와 연계하여 종합적으로 분석해주세요,탐색,어려움,법무,KO,8,"법무분야, 지역"
151,부산지방법원 형사법무 관련 최근 5년간 판례 동향을 30년 업력 관점에서 평가해주세요,탐색,어려움,법무,KO,11,"법무분야, 지역, USP"
152,동남권 기반 글로벌 금융법무 프로젝트에서 경쟁력과 전문성 최적화 전략은?,거래,어려움,법무,KO,9,"법무분야, 지역"
153,부산 기장군 메가프로젝트 관련 환경 통합 자문에서 30년 업력 활용 극대화 전략,정보,어려움,법무,KO,12,"법무분야, 지역, USP"
154,동남권 기반 글로벌 지적재산권 프로젝트에서 경쟁력과 신뢰도 최적화 전략은?,거래,어려움,법무,KO,9,"법무분야, 지역"
155,전문가 그룹 기반 조세법무 크로스보더 거래에서 부산 허브 역할과 글로컬 비용 효율성 최적화,탐색,어려움,법무,KO,13,"법무분야, 지역, USP"
156,기장군 지역 보험법 규제 변화에 따른 선제적 대응 전략과 클라이언트 투명성 향상 방안,거래,어려움,법무,KO,13,"법무분야, 지역"
157,행정법 전문성을 동래구 지역 안정성와 연계하여 종합적으로 분석해주세요,정보,어려움,법무,KO,8,"법무분야, 지역"
158,전문가 그룹를 활용한 의료헬스케어 분야 디지털 혁신이 영남권 법무시장에 미치는 파급효과 분석,탐색,어려움,법무,KO,12,"법무분야, 지역, USP"
159,AI 기반 행정법 솔루션이 센텀시티 기업들의 만족도 혁신에 미치는 영향 분석,정보,어려움,법무,KO,11,"법무분야, 지역"
160,부산 경상남도 메가프로젝트 관련 헌법 통합 자문에서 법률 파트너 활용 극대화 전략,정보,어려움,법무,KO,12,"법무분야, 지역, USP"
